reviewId,content,score
b591f6d2-f027-4a7f-bfef-f88419fdb519,This game is a good game to play when your board,5
ca23f3bc-7c30-4ce6-b943-c349a020d7ad,Amazing game,4
f3100bc0-cf8e-477a-b43d-68009072a68e,I Labryou,4
f831d32d-9fc6-4852-92a1-81b77d0736c8,It's really good games and more and more characters both very nice game,4
59073d90-2812-4be5-be41-a4487a700c06,Excelent games,5
ab167fc9-d9ac-496a-afb8-8fbcd9871a87,Good but that old background music was very nice,5
8eea9224-5814-4679-bb8d-7455198bdd90,"This is awesome, this game is so entertain",5
2039c780-0d33-4183-bf30-9abdb8c849c9,Oo pp5llo,4
f5ba8368-8244-48ab-871c-2b92512827fc,Gujjar,5
34c434d8-e8b2-4a44-a65e-7704a463ded8,I NEED RUDY RASCAL,5
04f56eb6-cef0-47fc-9de0-7abc7544a3c0,"It's a pretty good game, I like that there are a lot of different quests.",4
d876a20b-2f9a-422c-b1f9-d2602374e1bc,It amesing,5
441b9578-3c0f-4df4-8a33-96fa9eac39a2,Good time waster,5
15232d05-07e3-46f7-91f2-1f5b3abf1a46,Fazil,5
65b94551-d51d-4ae1-90d2-5a1eb337f00b,👍👍👍👍👍,5
83d1e91b-e9d8-4698-bfcb-e734f6d371d7,This is good game but sometimes it not wrk so i will give this s game 4 star good game 💕❤❤. . .,4
db0bc5a8-bc3b-418c-9eff-397573ca6a95,It's the best game ever like if you have a game that's online but your Wi-Fi is bad so play this game because it's the best bro I love it so much but can you please shorten the ads please because the ads are very long and I don't want to wait for that much but thank you for the update it's the best game ever but please like put a update like it give you free coins whenever you have like a new high Score,5
00e9f3f7-b399-41fd-8684-293ddd742305,It's very good,5
d3d7e968-5b88-4dcf-aa52-d8c580b43d95,Mast,4
0760c68f-73ef-4cbe-ac38-92408b77f750,Very irritating adds for every pause bad experience ☹️,1
a320ae08-6641-4d11-b483-dc906419f2f2,Surf,5
7c7ce723-c6ce-4c2a-a1b9-cbbee1a6e46d,"It,s the best game ever played n9 lags nothing full focus on game play thank you",5
e90381b2-1be3-4dda-a86b-0da33fd79a2b,👍🏻,5
79ce0373-c773-4fc9-8884-3cc1d71aaac7,It is awesome,5
0c14d005-156e-4207-bd43-ed2b01f48945,This game is SO fun to beat your old high score you can play it all day I would it fun,5
72424da5-5c6a-498f-9ed5-817b7b2976f4,Nice,5
36c8ef33-b8ce-4977-b72b-efb0212fc4e9,Good,5
1119f5a5-aaad-418c-bd26-c7f314adff1a,i like it,5
0cda19f8-6502-4192-8116-aec09fb03fe0,Good game,5
bd6b9bae-7cb9-4cd7-9d06-2a2f80048a08,Loves but a suggestion is it possible for you guys to give more than 3 keys as you are a beginner,5
6dd72ade-8465-4d5c-a781-22774d6f9f66,I love it I jave broken my highscores a million times,5
d755e831-f84a-406f-bf45-c8543687a8c7,I loved this game this is the best relaxing game I have ever seen..,5
