reviewId,content,score
e1deaae6-d214-4b9d-9e53-6cb44368b10b,Good,1
f71bbd31-0aa6-46f0-9778-3b4e45074e25,fantastic!,5
35ffaa42-f9b4-45aa-be68-fcb043456bea,awooosom And really good,5
dbbbc32c-d712-4cc8-8081-6092ff12ec37,unta walay bayad thank you bisaya..,5
be20324f-cbd5-44cf-afe7-4d2985099845,super,5
ad43bd5b-4b15-4445-ac50-b9f689aa01c1,"I have been using Word for many years and only recently started using Word on my phone. I love it. It takes some getting use to for some of the normal things I use, but I am getting it.",5
3e4d5692-36e5-46a1-a8dc-f870d0e23d54,its handy but as a learning disabeled you have given me more harasment the help through the 28 years of my life,1
99c14e5a-4576-4faf-be63-bf6d1fe260c9,Rubbish,1
85b16a2d-17b4-444f-8a16-3df58d9c5805,nice,5
77ee8f15-0e12-4500-ad1a-38ac9f3cc9ff,The best I could ever get is this makes my work done easy without the use of the laptop,5
ee33fb68-688c-47ae-bb38-b8cf3a4a80c6,ok,5
6c75176b-22da-4afa-8fb3-cfd55ca304af,Excellent,5
5dad64c5-1d46-499a-991f-3e0c238b8263,good,5
91b7ca68-ef95-4663-a8d6-096fdd7b5d3f,best app to help with documents,5
e989b0fd-4ae9-4c70-866b-53b357edeaee,Word is better than others.,5
968512ea-7956-4d47-8585-431715e9d4f8,Needs more improvement,4
93a49ef3-b239-4f63-9713-d2ac4a985bc1,"not that bad, I have been using this app for some years now",5
57848e72-27ad-40ec-8cb2-671a3ae832bd,Best for all my jobs!,5
0d2ccf19-6ae6-4e94-b5aa-e72294f8603c,"I absolutely love Word! no other ""lookalike"" compares! I could go on and on about all of the cool features, instead I'll just say this.. Microsoft is second to none, thanks for all your amazing software, you have changed the world for sure!",5
3f3c40df-31f1-4842-adc9-ec622f255de7,It good for editing,5
d8fc98d5-541c-420e-aa00-14c5033a5b7c,good,3
e220e839-6f6e-43b6-8fd4-06869a317770,good,5
04ea7bc5-4263-416d-a836-6102a1929b5d,works,5
eb87efe6-f0fa-411e-9ed2-c2a922463d21,Fast and reliable,5
746733a0-e89f-4934-a0cd-56d05620f3c3,exellent,5
eb134973-5bb4-4ffa-af7a-c58a165751ea,The most annoying verification I've ever seen even when am correct it takes me back to the beginning,1
50a3fcf6-6b38-4031-9405-7829544b6dd5,good,5
a49163f1-6bbf-4cd7-8d17-43dca18c8ced,Best,5
c679bb30-fb2a-4093-80cb-746461584acc,Horrible,1
9977dc13-0bfd-40f1-b313-eb9bd9578f00,it's very good,3
9e86b853-a3a3-4535-abd0-f6ce5f314dd9,The worst of the world of applications,1
a6d65d8f-f4cd-430d-b25c-66deb0e3bf94,good,4
fd62f29f-fc61-441f-8749-78c64f23a0a1,it's really helpful go for it 😃,5
ab0babc4-934e-4c0f-bad8-5d4c8c2ef03e,Nice office app,5
74c17f8b-a567-4a22-ad7b-b1c4cc0ea57f,its cool,4
25d08d04-a00f-4dff-9139-966896ba134b,all the best,5
7fde0bea-efc7-47b7-9024-532760fe741d,Impressive,5
99be17bb-cc8a-46a4-baa9-d1b31ff14eb1,"I logged on recently and all my documents disappeared because I hadn't been on recently, and when I found that, my app kept telling me there was a problem and they couldn't be saved. I did all sorts of trouble shooting and nothing has worked. May be leaving Microsoft for Google Docs.",1
8238227f-165a-4990-bf38-aef81defd467,good,5
718ae2fa-eb3a-4e6f-a340-d54fdc4fff64,Vere good,5
a29acf59-4d4e-484f-9226-5a2a42410acc,Good app,5
86bc8195-3159-4f16-9b4f-576fb2204b1b,"After login in, found editing of my documents easy anywhere.",4
ab11dd92-1942-4ad9-b07a-e7cad6aa81e8,Easy to use,4
8b3ca03e-1b0a-46eb-a15f-0a6ac991a66d,very good app,5
abb5a0f9-8099-4cbc-8633-fed380d58edd,"Happy with word over all others with easy document creating and saving and I wouldn't be without paint! So happy the old version came back! A superb app. if all else fails, screen print to paint! Save to files and much more! thank you.",5
cd09d42e-e14b-45ca-8a3d-df80c8b64a22,excellent,5
5fde1ab3-ad01-4699-81ff-6002b0b450c4,v good,5
c89f2c0a-d28a-4a0a-8359-44d6526cc9eb,"Great app, easy to use",4
